property_name,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft (₹),price (₹ Lac),floor_cleaned
3 BHK Apartment for Sale in Pal Surat,Carpet Area,948.0,Resale,Poss. by Jan '25,Unfurnished,East,4300.0,74.2,5
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1550.0,New Property,Ready to Move,Unfurnished,East,4194.0,65.0,7
"3 BHK Apartment for Sale in Nandini 1, Vesu Surat",Carpet Area,1062.0,Resale,Ready to Move,Unfurnished,East,5082.0,90.0,7
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Carpet Area,1035.0,New Property,Poss. by Jun '25,Unfurnished,East,4466.0,84.0,9
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1040.0,Resale,Poss. by Dec '26,Unfurnished,East,4700.0,88.9,5
2 BHK Apartment for Sale in Adajan Surat,Super Area,1225.0,New Property,Ready to Move,Unfurnished,East,4374.0,53.6,8
"2 BHK Apartment for Sale in Shiv Residency, Vesu Canal Road Surat",Carpet Area,943.0,Resale,Ready to Move,Unfurnished,East,4110.0,59.6,2
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1825.0,Resale,Poss. by Apr '25,Unfurnished,East,3945.0,72.0,8
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1000.0,Resale,Poss. by Mar '25,Unfurnished,East,4100.0,67.7,5
3 BHK Apartment for Sale in Adajan Surat,Super Area,1550.0,New Property,Ready to Move,Unfurnished,East,4201.0,65.1,6
"2 BHK Apartment for Sale in Phoenix Towers, Vesu Surat",Carpet Area,855.0,Resale,Ready to Move,Unfurnished,East,4182.0,59.6,2
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,Resale,Ready to Move,Unfurnished,East,3700.0,63.9,8
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1220.0,Resale,Ready to Move,Unfurnished,East,3991.0,81.4,5
2 BHK Apartment for Sale in Adajan Surat,Super Area,1328.0,New Property,Ready to Move,Unfurnished,East,4163.0,55.3,6
"2 BHK Apartment for Sale in Green Leaf, Vesu Surat",Carpet Area,721.0,Resale,Ready to Move,Unfurnished,East,5038.0,66.0,7
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,1918.0,Resale,Poss. by Dec '25,Unfurnished,East,3851.0,73.9,7
2 BHK Apartment for Sale in Vesu Surat,Carpet Area,720.0,New Property,Ready to Move,Unfurnished,East,4851.0,63.0,3
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1861.0,New Property,Ready to Move,Unfurnished,East,4200.0,78.2,10
"3 BHK Apartment for Sale in Martand Hills, Althan Surat",Carpet Area,1091.0,New Property,Ready to Move,Unfurnished,East,4768.0,89.7,8
"3 BHK Apartment for Sale in Anand Aspire, Jahangirabad Surat",Carpet Area,893.0,Resale,Poss. by Jan '26,Unfurnished,East,3490.0,56.7,9
  Plot/Land for Sale in Palanpur Surat,Plot Area,792.0,New Property,Ready to Move,Unfurnished,East,7556.0,59.8,5
3 BHK Apartment for Sale in Pal Surat,Super Area,2061.0,New Property,Poss. by Jul '25,Unfurnished,East,4728.0,97.5,5
"2 BHK Apartment for Sale in Mahaveer Heights, Vesu Surat",Carpet Area,688.0,New Property,Ready to Move,Unfurnished,East,4848.0,60.6,7
"3 BHK Apartment for Sale in Sangath Homes, Palanpur Surat",Carpet Area,1122.0,Resale,Poss. by Oct '24,Unfurnished,East,4100.0,83.7,6
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,1000.0,Resale,Poss. by Apr '25,Unfurnished,East,3391.0,55.1,5
2 BHK Apartment for Sale in Adajan Surat,Super Area,1345.0,New Property,Ready to Move,Unfurnished,East,4089.0,55.0,7
"3 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",Carpet Area,1110.0,Resale,Ready to Move,Unfurnished,East,4892.0,90.5,2
"3 BHK Apartment for Sale in Marvella Palladium Sky, Adajan Surat",Carpet Area,1100.0,New Property,Ready to Move,Unfurnished,East,4750.0,95.0,6
  Plot/Land for Sale in Palanpur Surat,Plot Area,765.0,Resale,Ready to Move,Unfurnished,East,9020.0,69.0,5
"2 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",Carpet Area,810.0,Resale,Ready to Move,Unfurnished,East,4482.0,60.5,2
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550.0,Resale,Ready to Move,Unfurnished,East,4140.0,64.2,8
  Plot/Land for Sale in Palanpur Surat,Plot Area,900.0,Resale,Ready to Move,Unfurnished,East,8889.0,80.0,5
"3 BHK Apartment for Sale in Pioneer Belina, Bhimrad Surat",Carpet Area,902.0,Resale,Ready to Move,Unfurnished,East,4512.0,74.0,8
"3 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1725.0,Resale,Poss. by Aug '24,Unfurnished,East,4165.0,71.8,8
  Plot/Land for Sale in Palanpur Surat,Plot Area,837.0,Resale,Ready to Move,Unfurnished,East,9000.0,75.3,5
"2 BHK Apartment for Sale in Keshav Height, Althan Surat",Carpet Area,666.0,Resale,Ready to Move,Unfurnished,East,4628.0,56.0,7
"3 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",Carpet Area,966.0,Resale,Poss. by Nov '24,Unfurnished,East,3736.0,65.7,7
  Plot/Land for Sale in Palanpur Surat,Plot Area,909.0,Resale,Ready to Move,Unfurnished,East,8667.0,78.8,5
"3 BHK Apartment for Sale in Avadh Carolina, Dumas Road Surat",Carpet Area,1068.0,Resale,Ready to Move,Unfurnished,East,4516.0,83.1,7
"3 BHK Apartment for Sale in Bilvam Rengency, Palanpur Gam Surat",Super Area,1955.0,Resale,Ready to Move,Unfurnished,East,3939.0,77.0,6
"3 BHK Apartment for Sale in Aakash Earrth, Bhimrad Surat",Carpet Area,1044.0,Resale,Ready to Move,Furnished,East,4483.0,78.0,10
"3 BHK Apartment for Sale in Samarth Sapphire, Pal Surat",Carpet Area,909.0,New Property,Poss. by Nov '24,Unfurnished,East,4100.0,67.7,9
2 BHK Apartment for Sale in Adajan Surat,Super Area,1225.0,New Property,Ready to Move,Unfurnished,East,4309.0,52.8,8
"2 BHK Apartment for Sale in Shreeji Residency, Vesu Surat",Carpet Area,790.0,Resale,Ready to Move,Unfurnished,East,5357.0,75.0,5
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Super Area,1746.0,Resale,Ready to Move,Unfurnished,East,4151.0,72.5,8
2 BHK Apartment for Sale in Palanpur Surat,Super Area,1225.0,New Property,Ready to Move,Unfurnished,East,4327.0,53.0,9
"2 BHK Apartment for Sale in Manibhadra Apt, Vesu Surat",Carpet Area,725.0,Resale,Ready to Move,Unfurnished,East,4800.0,60.0,4
"3 BHK Apartment for Sale in Penttagon, Palanpur Gam Surat",Carpet Area,803.0,Resale,Ready to Move,Unfurnished,East,3425.0,50.0,7
3 BHK Apartment for Sale in Pal Surat,Super Area,2056.0,New Property,Poss. by Dec '24,Unfurnished,East,4767.0,98.0,8
"2 BHK Apartment for Sale in Green Leaf, Vesu Surat",Carpet Area,721.0,Resale,Ready to Move,Unfurnished,East,6260.0,82.0,12
"3 BHK Apartment for Sale in Shreehans Kalyan Residency, Palanpur Gam Surat",Carpet Area,1080.0,Resale,Ready to Move,Unfurnished,East,3766.0,74.0,6
"2 BHK Apartment for Sale in Jolly Residency, Vesu Surat",Carpet Area,800.0,Resale,Ready to Move,Unfurnished,East,4800.0,60.0,12
"3 BHK Apartment for Sale in Sanctum Palacio, Surat City Surat",Super Area,1865.0,Resale,Poss. by Oct '26,Unfurnished,East,3990.0,74.4,6
  Plot/Land for Sale in Pal Surat,Plot Area,837.0,Resale,Ready to Move,Unfurnished,East,9968.0,83.4,5
"3 BHK Apartment for Sale in SHIVNANDAN, VIP Road Surat",Carpet Area,1184.0,Resale,Ready to Move,Unfurnished,East,4813.0,95.0,3
"2 BHK Apartment for Sale in Shilalekh Imperia, Pal Surat",Carpet Area,706.0,New Property,Poss. by Sep '25,Unfurnished,East,4551.0,58.5,9
"2 BHK Apartment for Sale in Shiv Digja, Pal Surat",Carpet Area,700.0,Resale,Ready to Move,Semi-Furnished,East,4476.0,56.0,10
"3 BHK Apartment for Sale in Sai Rudra, Althan Surat",Carpet Area,936.0,Resale,Ready to Move,Furnished,East,4615.0,72.0,9
"2 BHK Apartment for Sale in Prestige Morar, Pal Surat",Carpet Area,706.0,New Property,Poss. by Nov '25,Unfurnished,East,4584.0,58.9,7
"3 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1738.0,New Property,Ready to Move,Unfurnished,East,3526.0,61.3,9
"4 BHK Penthouse for Sale in Sattvam, Pal Surat",Super Area,3240.0,Resale,Poss. by Mar '25,Unfurnished,East,4600.0,1.49,5
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,2362.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,1.12,5
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,2362.0,Resale,Poss. by Feb '26,Unfurnished,East,4750.0,1.12,5
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1265.0,New Property,Poss. by Apr '27,Unfurnished,East,5500.0,1.26,5
3 BHK Apartment for Sale in Pal Surat,Super Area,2270.0,New Property,Poss. by Jun '26,Unfurnished,East,5850.0,1.32,8
3 BHK Apartment for Sale in Vesu Surat,Super Area,2578.0,New Property,Poss. by Jul '24,Unfurnished,East,5818.0,1.5,8
3 BHK Apartment for Sale in Dumas Road Surat,Super Area,3000.0,New Property,Poss. by Dec '24,Unfurnished,East,4500.0,1.35,6
3 BHK Apartment for Sale in Pal Surat,Super Area,2200.0,New Property,Poss. by May '25,Unfurnished,East,5000.0,1.1,4
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1600.0,New Property,Poss. by Dec '25,Unfurnished,East,3751.0,1.07,3
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1503.0,New Property,Poss. by Dec '25,Unfurnished,East,4751.0,1.37,6
"3 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,2362.0,New Property,Poss. by Jun '26,Unfurnished,East,4751.0,1.12,5
3 BHK Villa for Sale in Pal Surat,Carpet Area,90.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.11,5
3 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,1190.0,New Property,Poss. by Mar '25,Unfurnished,East,4667.0,1.01,9
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1220.0,New Property,Ready to Move,Unfurnished,East,5090.0,1.13,5
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1490.0,Resale,Ready to Move,Unfurnished,East,5451.0,1.39,5
4 BHK  House for Sale in Adajan Surat,Super Area,2500.0,Resale,Ready to Move,Semi-Furnished,East,4600.0,1.15,2
3 BHK Apartment for Sale in Palanpur Surat,Super Area,2302.0,New Property,Poss. by Apr '25,Unfurnished,East,4561.0,1.05,6
3 BHK Apartment for Sale in Dumas Road Surat,Super Area,2600.0,New Property,Poss. by May '27,Unfurnished,East,5000.0,1.3,4
4 BHK Apartment for Sale in Vesu Surat,Super Area,2500.0,Resale,Ready to Move,Unfurnished,East,5400.0,1.35,7
3 BHK Apartment for Sale in Vesu Surat,Super Area,2300.0,New Property,Poss. by Aug '25,Unfurnished,East,5500.0,1.26,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,1895.0,New Property,Ready to Move,Unfurnished,East,6332.0,1.2,9
3 BHK  House for Sale in New citylight Surat,Carpet Area,800.0,Resale,Ready to Move,Unfurnished,Main Road,11500.0,1.15,2
3 BHK Apartment for Sale in Ghod Dod Road Surat,Carpet Area,1382.0,New Property,Poss. by May '25,Unfurnished,East,5900.0,1.48,4
  Office Space for Sale in Citylight Area Surat,Carpet Area,1156.0,Resale,Ready to Move,Unfurnished,East,6000.0,1.03,1
4 BHK Apartment for Sale in Godadara Surat,Super Area,3150.0,Resale,Ready to Move,Unfurnished,East,4222.0,1.33,7
4 BHK Villa for Sale in Adajan Surat,Super Area,194.0,Resale,Ready to Move,Unfurnished,East,6873.0,1.2,5
3 BHK Apartment for Sale in Pal Surat,Super Area,2061.0,New Property,Poss. by Mar '25,Unfurnished,East,4998.0,1.03,8
  Office Space for Sale in Vesu Surat,Carpet Area,1020.0,New Property,Poss. by Nov '25,Unfurnished,East,6961.0,1.42,3
3 BHK Apartment for Sale in Pal Surat,Super Area,2302.0,New Property,Poss. by Sep '26,Unfurnished,East,5126.0,1.18,18
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1260.0,New Property,Ready to Move,Unfurnished,East,5400.0,1.24,4
3 BHK Apartment for Sale in Pal Surat,Super Area,2492.0,New Property,Poss. by Jan '26,Unfurnished,East,4936.0,1.23,10
3 BHK Apartment for Sale in Piplod Surat,Super Area,2160.0,Resale,Ready to Move,Unfurnished,North,5454.0,1.17,3
3 BHK Apartment for Sale in Pal Surat,Super Area,2490.0,New Property,Poss. by Feb '25,Unfurnished,East,4300.0,1.07,5
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,89.0,Resale,Ready to Move,Furnished,East,4700.0,1.05,3
3 BHK  House for Sale in Adajan Surat,Carpet Area,80.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.01,1
4 BHK  House for Sale in Adajan Surat,Carpet Area,2200.0,Resale,Ready to Move,Semi-Furnished,North,11574.0,1.25,1
3 BHK Apartment for Sale in Nova Shikharji Surat,Carpet Area,1320.0,Resale,Poss. by Feb '25,Unfurnished,East,5130.0,1.23,10
3 BHK Apartment for Sale in Althan Surat,Carpet Area,1265.0,New Property,Poss. by Jan '26,Unfurnished,East,4565.0,1.05,5
5 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,3400.0,Resale,Ready to Move,Unfurnished,Main Road,15152.0,1.5,5
3 BHK Apartment for Sale in Parley Point Surat,Carpet Area,1600.0,Resale,Ready to Move,Furnished,East,5833.0,1.4,3
5 BHK Villa for Sale in Jahangir Pura Surat,Super Area,2800.0,Resale,Ready to Move,Unfurnished,East,4286.0,1.2,5
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,1540.0,Resale,Ready to Move,Unfurnished,East,6818.0,1.26,1
3 BHK  House for Sale in Tadwadi Surat,Carpet Area,1400.0,Resale,Ready to Move,Furnished,East,8671.0,1.5,1
4 BHK Penthouse for Sale in VIP Road Surat,Super Area,3150.0,Resale,Ready to Move,Semi-Furnished,East,4762.0,1.5,11
  Shop for Sale in Bhatar Surat,Carpet Area,650.0,Resale,Ready to Move,Unfurnished,East,17857.0,1.25,1
  Plot/Land for Sale in Sarsana Surat,Plot Area,1413.0,Resale,Ready to Move,Unfurnished,Main Road,10521.0,1.49,5
  Shop for Sale in Ring Road Surat,Carpet Area,850.0,Resale,Ready to Move,Unfurnished,East,17647.0,1.5,6
2 BHK  House for Sale in Adajan Surat,Super Area,1150.0,Resale,Ready to Move,Semi-Furnished,East,9652.0,1.11,2
  Plot/Land for Sale in Althan Surat,Plot Area,1674.0,Resale,Ready to Move,Unfurnished,East,7885.0,1.32,3
6 BHK  House for Sale in Nana Varachha Surat,Super Area,95.0,Resale,Ready to Move,Unfurnished,East,17544.0,1.5,3
4 BHK Apartment for Sale in Citylight Area Surat,Carpet Area,3000.0,Resale,Ready to Move,Semi-Furnished,East,4700.0,1.11,1
  Shop for Sale in Magob Surat,Carpet Area,973.0,Resale,Ready to Move,Unfurnished,East,6423.0,1.25,8
6 BHK  House for Sale in JT Nagar Surat,Super Area,850.0,Resale,Ready to Move,Unfurnished,East,14706.0,1.25,5
4 BHK Villa for Sale in JT Nagar Surat,Carpet Area,2000.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.5,5
3 BHK  House for Sale in Godadara Surat,Carpet Area,2400.0,Resale,Ready to Move,Furnished,East,4630.0,1.11,2
3 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,2500.0,Resale,Poss. by Mar '26,Unfurnished,East,5140.0,1.28,7
"4 BHK Apartment for Sale in Shivam Shubham Sky, Pal Surat",Super Area,2601.0,New Property,Poss. by May '25,Unfurnished,East,4700.0,1.22,6
3 BHK Apartment for Sale in Simandhar Surat,Super Area,2250.0,Resale,Poss. by Nov '24,Unfurnished,East,5822.0,1.31,6
"  Plot/Land for Sale in Urban Village, Bardoli Surat",Plot Area,1944.0,Resale,Ready to Move,Unfurnished,East,5916.0,1.15,5
"3 BHK Apartment for Sale in Western Shetrunjay, Adajan Surat",Super Area,2260.0,Resale,Ready to Move,Furnished,Main Road,5310.0,1.2,8
"3 BHK Apartment for Sale in Piramyd Serenity, Palanpur Surat",Super Area,2441.0,Resale,Ready to Move,Unfurnished,East,4500.0,1.09,5
4 BHK Villa for Sale in Dindoli Surat,Carpet Area,3400.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.25,5
2 BHK  House for Sale in Varachha Main Road Surat,Super Area,2550.0,Resale,Ready to Move,Semi-Furnished,East,4902.0,1.25,1
4 BHK  House for Sale in Palan Pur Patiya Surat,Carpet Area,1600.0,Resale,Ready to Move,Semi-Furnished,West,10833.0,1.3,2
  Office Space for Sale in Udhna Surat,Carpet Area,1400.0,Resale,Ready to Move,Unfurnished,East,5357.0,1.5,1
3 BHK  House for Sale in Bharthana Surat,Super Area,120.0,Resale,Ready to Move,Unfurnished,East,11574.0,1.25,5
"4 BHK Villa for Sale in Avadh Kimberly, Palsana Surat",Super Area,2200.0,Resale,Ready to Move,Unfurnished,East,5682.0,1.25,5
3 BHK Apartment for Sale in Surat Surat,Carpet Area,1934.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.25,11
"3 BHK Apartment for Sale in Ravi Dham Sankul, Gohod Dor Oad Surat",Carpet Area,3400.0,Resale,Ready to Move,Semi-Furnished,East,3256.0,1.4,10
"3 BHK Builder Floor for Sale in Rajhans Synfonia, Vesu Surat",Super Area,2260.0,Resale,Ready to Move,Semi-Furnished,East,6416.0,1.45,6
4 BHK  House for Sale in Amroli Surat,Super Area,1800.0,Resale,Ready to Move,Semi-Furnished,East,7500.0,1.35,2
"3 BHK Apartment for Sale in Rajhans Synfonia, Vesu Surat",Super Area,2018.0,Resale,Ready to Move,Furnished,East,6938.0,1.4,13
"  Office Space for Sale in Raghuvir Textile Mall, Parvat Patiya Surat",Carpet Area,2262.0,Resale,Ready to Move,Unfurnished,East,4863.0,1.1,7
6 BHK  House for Sale in Udhana Darwaja Surat,Super Area,2475.0,Resale,Ready to Move,Unfurnished,East,4848.0,1.2,3
4 BHK  House for Sale in Pankaj nagar Surat,Super Area,100.0,New Property,Ready to Move,Semi-Furnished,East,12222.0,1.1,1
3 BHK Apartment for Sale in Ghod Dod Road Surat,Carpet Area,1600.0,Resale,Ready to Move,Furnished,East,5000.0,1.15,3
  Plot/Land for Sale in New Magdalla Surat,Plot Area,1422.0,Resale,Ready to Move,Unfurnished,East,9142.0,1.3,1
2 BHK  House for Sale in Jahangir Pura Surat,Super Area,185.0,Resale,Ready to Move,Unfurnished,East,9009.0,1.5,2
"3 BHK Apartment for Sale in Avadh Carolina, Dumas Road Surat",Carpet Area,1840.0,Resale,Ready to Move,Unfurnished,East,5707.0,1.05,5
  Office Space for Sale in Patel Nagar Surat,Super Area,1800.0,Resale,Ready to Move,Unfurnished,East,6667.0,1.2,3
"  Shop for Sale in Shivalik, Dabholi Surat",Carpet Area,1423.0,Resale,Ready to Move,Unfurnished,East,9136.0,1.3,1
3 BHK  House for Sale in Tadwadi Surat,Super Area,2400.0,Resale,Ready to Move,Unfurnished,East,4625.0,1.11,5
"3 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Super Area,2204.0,Resale,Ready to Move,Unfurnished,East,5445.0,1.2,5
4 BHK Villa for Sale in Adajan Surat,Super Area,2000.0,Resale,Ready to Move,Unfurnished,East,6000.0,1.2,5
"3 BHK Apartment for Sale in Abhishek Sanctum Homes, Pal Gam Surat",Super Area,1990.0,Resale,Ready to Move,Semi-Furnished,East,5578.0,1.11,5
"3 BHK Apartment for Sale in Oliva Height, Althan Surat",Super Area,1927.0,Resale,Ready to Move,Furnished,East,5708.0,1.1,1
"3 BHK Apartment for Sale in Superia Sky Superia, Vesu Surat",Super Area,2400.0,New Property,Ready to Move,Unfurnished,East,5700.0,1.36,7
  Shop for Sale in Pal Gam Surat,Carpet Area,833.0,Resale,Ready to Move,Unfurnished,East,15606.0,1.3,4
"3 BHK  House for Sale in Mahaveer Nagar, New citylight Surat",Carpet Area,1400.0,Resale,Ready to Move,Unfurnished,East,8214.0,1.15,2
3 BHK Apartment for Sale in Surat,Carpet Area,1980.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.25,11
3 BHK  House for Sale in Adajan Surat,Super Area,125.0,Resale,Ready to Move,Furnished,East,11556.0,1.3,3
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",Carpet Area,1430.0,Resale,Ready to Move,Unfurnished,South,4577.0,1.19,5
  Land for Sale in Katargam Surat,Built Area,2800.0,Resale,Ready to Move,Unfurnished,East,4321.0,1.21,5
3 BHK Apartment for Sale in Ghod Dod Road Surat,Super Area,2800.0,Resale,Ready to Move,Semi-Furnished,East,4643.0,1.3,6
2 BHK  House for Sale in Rander Road Surat,Super Area,140.0,Resale,Ready to Move,Furnished,East,10317.0,1.3,3
  Plot/Land for Sale in Gopi Pura Surat,Plot Area,1367.0,Resale,Ready to Move,Unfurnished,East,10972.0,1.5,5
4 BHK Apartment for Sale in Bhatar Surat,Super Area,3500.0,Resale,Ready to Move,Furnished,East,3371.0,1.18,7
3 BHK  House for Sale in Varachha Surat,Super Area,105.0,Resale,Ready to Move,Furnished,East,11640.0,1.1,2
3 BHK Apartment for Sale in Vesu Surat,Super Area,2400.0,Resale,Ready to Move,Unfurnished,East,5125.0,1.23,5
  Shop for Sale in Dandi Road Surat,Super Area,873.0,Resale,Ready to Move,Unfurnished,East,11500.0,1.0,2
"3 BHK Apartment for Sale in Shreepad Infinia, Pal Gam Surat",Super Area,2117.0,Resale,Ready to Move,Unfurnished,East,5751.0,1.21,7
"3 BHK Apartment for Sale in Bilvam Regency, Palan Pur Patiya Surat",Carpet Area,1955.0,Resale,Ready to Move,Furnished,East,4700.0,1.1,10
4 BHK  House for Sale in Katargam Surat,Carpet Area,1412.0,Resale,Ready to Move,Unfurnished,East,9921.0,1.5,5
3 BHK Apartment for Sale in Palanpor Canal Road Surat,Carpet Area,1955.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.1,10
"3 BHK Apartment for Sale in Swapnabhoomi, Vesu Surat",Carpet Area,1080.0,New Property,Ready to Move,Furnished,East,7645.0,1.5,3
  Plot/Land for Sale in Kholvad Surat,Plot Area,5373.0,Resale,Ready to Move,Unfurnished,East,2792.0,1.5,5
3 BHK  House for Sale in Bhatar Surat,Super Area,100.0,Resale,Ready to Move,Unfurnished,East,15000.0,1.35,2
"4 BHK  House for Sale in Green Willows, Jahangir Pura Surat",Carpet Area,3100.0,Resale,Ready to Move,Furnished,East,3857.0,1.35,2
3 BHK Apartment for Sale in Surat,Carpet Area,1800.0,Resale,Ready to Move,Unfurnished,East,6905.0,1.45,13
