property_name,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft (₹),price (₹ Lac),floor_cleaned
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,1150.0,Resale,Poss. by Apr '25,Unfurnished,East,3800.0,72.6,5
3 BHK Apartment for Sale in Pal Surat,Super Area,2036.0,New Property,Poss. by Apr '26,Unfurnished,East,4715.0,96.0,5
"3 BHK Apartment for Sale in Mahaveer Heights, Vesu Surat",Super Area,1700.0,New Property,Ready to Move,Unfurnished,East,5000.0,85.0,4
2 BHK Apartment for Sale in Pal Surat,Super Area,1206.0,New Property,Poss. by Sep '25,Unfurnished,East,4312.0,52.0,9
  Plot/Land for Sale in Jahangirabad Surat,Plot Area,1107.0,New Property,Ready to Move,Unfurnished,East,7778.0,86.1,5
"3 BHK Apartment for Sale in Madhav Residency, Adajan Surat",Super Area,1700.0,Resale,Ready to Move,Semi-Furnished,East,4235.0,72.0,8
"3 BHK Apartment for Sale in Shubh Enclave, Vesu Surat",Carpet Area,1170.0,Resale,Ready to Move,Unfurnished,East,4615.0,90.0,6
"3 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1953.0,New Property,Ready to Move,Unfurnished,East,5000.0,97.7,8
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,2111.0,New Property,Poss. by Jun '24,Unfurnished,East,4249.0,89.7,6
  Plot/Land for Sale in Vanakala Surat,Plot Area,820.0,New Property,Ready to Move,Unfurnished,East,6428.0,52.7,5
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1811.0,New Property,Poss. by Apr '26,Unfurnished,East,4251.0,77.0,8
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",Carpet Area,770.0,New Property,Ready to Move,Unfurnished,East,4500.0,63.0,8
"2 BHK Apartment for Sale in Samarth Srushti, Pal Surat",Carpet Area,720.0,Resale,Ready to Move,Semi-Furnished,East,4310.0,56.5,3
"3 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Super Area,1845.0,New Property,Poss. by Dec '24,Unfurnished,East,4600.0,84.9,6
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,Resale,Ready to Move,Unfurnished,Main Road,3795.0,65.5,3
"3 BHK Apartment for Sale in Aston Homes, Palanpur Surat",Carpet Area,1550.0,Resale,Ready to Move,Unfurnished,East,4527.0,98.6,3
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1060.0,Resale,Poss. by Apr '25,Unfurnished,East,4000.0,73.0,5
3 BHK Apartment for Sale in Althan Surat,Super Area,1690.0,New Property,Poss. by Apr '25,Unfurnished,East,3561.0,60.2,5
"3 BHK Apartment for Sale in ashirwad avenue, Vesu Surat",Super Area,1857.0,Resale,Ready to Move,Furnished,North,5116.0,95.0,7
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1625.0,Resale,Ready to Move,Semi-Furnished,East,3815.0,62.0,7
"3 BHK  House for Sale in Narayan Coral Heights, Jahangir Pura Surat",Super Area,82.0,Resale,Ready to Move,Unfurnished,East,11518.0,85.0,5
"3 BHK Apartment for Sale in Nakshatra Nebula, Jahangirabad Surat",Super Area,1609.0,Resale,Ready to Move,Unfurnished,West,3853.0,62.0,2
"3 BHK Apartment for Sale in Nandini 3, Vesu Surat",Carpet Area,1062.0,Resale,Ready to Move,Unfurnished,East,4743.0,84.0,6
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Poss. by May '26,Unfurnished,East,4251.0,55.7,9
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1690.0,New Property,Ready to Move,Unfurnished,East,3550.0,60.0,9
"3 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Super Area,1857.0,New Property,Poss. by Jul '25,Unfurnished,East,3861.0,71.7,8
"3 BHK Apartment for Sale in Marion Residency, Dumas Road Surat",Carpet Area,1530.0,Resale,Ready to Move,Unfurnished,South,2941.0,75.0,7
"3 BHK Apartment for Sale in The Legacy, Jahangirabad Surat",Carpet Area,1100.0,New Property,Poss. by Mar '25,Unfurnished,East,3800.0,72.6,4
3 BHK Apartment for Sale in Pal Surat,Carpet Area,910.0,New Property,Ready to Move,Unfurnished,East,4550.0,78.9,6
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1857.0,Resale,Ready to Move,Unfurnished,Garden/Park,3985.0,74.0,4
"3 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Carpet Area,1100.0,Resale,Ready to Move,Unfurnished,East,3723.0,65.0,9
2 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,770.0,Resale,Poss. by Jun '25,Unfurnished,East,4500.0,63.0,5
3 BHK Apartment for Sale in Althan Surat,Super Area,1616.0,New Property,Ready to Move,Unfurnished,East,4000.0,64.6,7
"3 BHK Apartment for Sale in Swagat Clifton, Bhimrad Surat",Super Area,1805.0,New Property,Ready to Move,Unfurnished,East,4211.0,76.0,9
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1725.0,New Property,Ready to Move,Furnished,East,4184.0,72.2,6
"4 BHK  House for Sale in Sangini Swaraj, Palanpur Surat",Super Area,144.0,Resale,Ready to Move,Furnished,East,5787.0,75.0,3
"2 BHK Apartment for Sale in Bhakti Victory Shoppers, Palanpur Gam Surat",Super Area,1848.0,New Property,Ready to Move,Semi-Furnished,West,4600.0,85.0,1
"3 BHK Apartment for Sale in Shilp Residency, VIP Road Surat",Carpet Area,1170.0,Resale,Ready to Move,Unfurnished,East,4872.0,95.0,7
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",Super Area,1400.0,New Property,Poss. by Dec '24,Unfurnished,East,4500.0,63.0,10
"2 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1225.0,New Property,Ready to Move,Unfurnished,East,4200.0,51.5,7
3 BHK  House for Sale in Dandi Road Surat,Carpet Area,1500.0,New Property,Poss. by Oct '25,Furnished,East,3400.0,51.0,1
"3 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",Super Area,1757.0,New Property,Poss. by Jan '26,Unfurnished,East,3838.0,67.4,7
"3 BHK Apartment for Sale in Acacia, Vesu Surat",Super Area,2186.0,New Property,Poss. by Apr '25,Unfurnished,East,4500.0,98.4,11
"2 BHK Apartment for Sale in Abhishek Sanctum Celino, Palanpur Surat",Carpet Area,750.0,Resale,Ready to Move,Furnished,East,4478.0,60.0,4
"3 BHK Apartment for Sale in Veer Swastik Sky, Pal Surat",Carpet Area,1056.0,New Property,Poss. by Dec '24,Unfurnished,East,4550.0,87.4,7
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1857.0,Resale,Ready to Move,Unfurnished,Garden/Park,3985.0,74.0,5
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat",Carpet Area,950.0,Resale,Ready to Move,Unfurnished,East,4038.0,50.5,14
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1150.0,Resale,Poss. by Mar '26,Unfurnished,East,3851.0,73.9,5
3 BHK Apartment for Sale in Pal Surat,Super Area,1825.0,New Property,Ready to Move,Unfurnished,East,4645.0,84.8,7
"2 BHK Apartment for Sale in Green Leaf, Vesu Surat",Carpet Area,785.0,Resale,Ready to Move,Unfurnished,East,4962.0,65.0,4
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1625.0,Resale,Ready to Move,Semi-Furnished,East,3851.0,62.6,7
"3 BHK Apartment for Sale in Orchid Fantasia, Palanpur Surat",Super Area,1690.0,New Property,Poss. by May '25,Unfurnished,East,3846.0,65.0,10
"3 BHK Apartment for Sale in Swastik Milestone, Vesu Canal Road Surat",Carpet Area,1072.0,Resale,Ready to Move,Unfurnished,East,5152.0,85.0,4
"2 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",Super Area,1200.0,New Property,Ready to Move,Unfurnished,East,4591.0,55.1,14
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550.0,New Property,Poss. by Aug '24,Unfurnished,East,4194.0,65.0,7
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,719.0,New Property,Poss. by Sep '26,Unfurnished,East,3941.0,51.5,7
"2 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1215.0,New Property,Poss. by Nov '24,Unfurnished,East,4291.0,52.1,6
"2 BHK Apartment for Sale in Raghuvir Sheron, Vesu Surat",Super Area,1361.0,New Property,Ready to Move,Unfurnished,East,5143.0,70.0,10
"2 BHK Apartment for Sale in Siddhi Vinayak Elements, Jahangirabad Surat",Carpet Area,737.0,New Property,Poss. by Nov '25,Unfurnished,East,3800.0,50.9,2
"3 BHK Apartment for Sale in Orchid Greens, Palanpur Surat",Super Area,1741.0,Resale,Ready to Move,Unfurnished,East,3906.0,68.0,5
"3 BHK Apartment for Sale in Suryam Square, Palanpur Surat",Carpet Area,900.0,Resale,Ready to Move,Unfurnished,East,3967.0,59.5,5
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1110.0,Resale,Poss. by Apr '25,Unfurnished,East,4651.0,86.0,5
3 BHK Apartment for Sale in VIP Road Surat,Super Area,2125.0,New Property,Poss. by Jun '24,Unfurnished,East,4700.0,99.9,7
3 BHK Apartment for Sale in Adajan Surat,Super Area,1625.0,Resale,Ready to Move,Semi-Furnished,East,3870.0,62.9,7
"2 BHK Apartment for Sale in Narayan Coral Heights, Palanpur Surat",Super Area,1260.0,Resale,Ready to Move,Semi-Furnished,East,4048.0,51.0,3
"2 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",Carpet Area,644.0,New Property,Ready to Move,Unfurnished,East,4953.0,58.0,9
"2 BHK Apartment for Sale in Raghuvir Spalex, Vesu Surat",Super Area,1365.0,New Property,Poss. by Jul '24,Unfurnished,East,5500.0,75.1,6
3 BHK Apartment for Sale in swarna sopan Surat,Carpet Area,948.0,Resale,Poss. by Jan '26,Unfurnished,East,3600.0,62.1,9
"3 BHK Apartment for Sale in Sai Parisar, Palanpur Surat",Super Area,1725.0,New Property,Poss. by Oct '24,Unfurnished,East,4291.0,74.0,7
"3 BHK Apartment for Sale in Avadh Copperstone, Dumas Road Surat",Super Area,1890.0,Resale,Ready to Move,Unfurnished,East,4444.0,84.0,5
3 BHK Apartment for Sale in Jahangirabad Surat,Carpet Area,940.0,New Property,Ready to Move,Unfurnished,East,3299.0,56.4,7
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1328.0,Resale,Ready to Move,Unfurnished,East,3991.0,53.0,11
"3 BHK Apartment for Sale in Santvan Seron, Palanpur Surat",Carpet Area,1100.0,Resale,Ready to Move,Unfurnished,East,4100.0,76.3,9
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1130.0,Resale,Poss. by Apr '25,Unfurnished,East,4551.0,85.6,5
3 BHK Apartment for Sale in VIP Road Surat,Super Area,2100.0,New Property,Poss. by Jun '24,Unfurnished,East,4551.0,95.6,7
3 BHK Apartment for Sale in Pal Surat,Super Area,2177.0,New Property,Ready to Move,Unfurnished,East,4502.0,98.0,7
"3 BHK Penthouse for Sale in Nakshatra Solitaire, Palanpur Surat",Super Area,2346.0,Resale,Ready to Move,Furnished,East,4049.0,95.0,12
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Carpet Area,1017.0,Resale,Ready to Move,Unfurnished,East,4811.0,89.0,6
"2 BHK Apartment for Sale in Phoenix Avenue, Pal Surat",Super Area,1450.0,New Property,Poss. by Jul '24,Unfurnished,East,5200.0,75.4,6
2 BHK  House for Sale in Narthan Surat,Carpet Area,1170.0,New Property,Poss. by Nov '25,Unfurnished,East,4359.0,51.0,1
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550.0,New Property,Poss. by Sep '24,Unfurnished,East,4200.0,65.1,6
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,1918.0,New Property,Poss. by Dec '24,Unfurnished,East,3700.0,71.0,5
"3 BHK Apartment for Sale in Stuti Arista, Palanpur Surat",Super Area,1520.0,Resale,Ready to Move,Furnished,East,3618.0,55.0,11
"2 BHK Apartment for Sale in Divine Desire, Palanpur Surat",Carpet Area,1000.0,Resale,Ready to Move,Unfurnished,East,4201.0,52.5,9
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,780.0,Resale,Poss. by Apr '25,Unfurnished,East,4000.0,53.5,5
2 BHK Apartment for Sale in VIP Road Surat,Super Area,1425.0,New Property,Poss. by Jun '24,Unfurnished,East,4700.0,67.0,6
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1008.0,New Property,Ready to Move,Unfurnished,East,3601.0,62.6,11
"3 BHK Apartment for Sale in Meera Height, Bhimrad Surat",Carpet Area,1023.0,New Property,Ready to Move,Unfurnished,East,4600.0,85.6,6
"3 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Super Area,1695.0,New Property,Ready to Move,Unfurnished,East,4500.0,76.3,6
  Plot/Land for Sale in Dandi Road Surat,Plot Area,820.0,New Property,Ready to Move,Unfurnished,East,6463.0,53.0,5
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1315.0,New Property,Poss. by Aug '25,Unfurnished,East,3951.0,52.0,5
"3 BHK Apartment for Sale in Pratishtha Heights, Palanpur Surat",Super Area,2200.0,New Property,Poss. by Dec '24,Unfurnished,East,3700.0,81.4,5
"3 BHK Apartment for Sale in Green City, Pal Surat",Super Area,1725.0,Resale,Ready to Move,Unfurnished,North,3188.0,55.0,3
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,1000.0,Resale,Ready to Move,Unfurnished,East,3849.0,51.0,15
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,748.0,New Property,Ready to Move,Unfurnished,East,5454.0,74.2,4
"2 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1305.0,New Property,Ready to Move,Unfurnished,East,5000.0,65.3,8
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1008.0,Resale,Ready to Move,Unfurnished,East,3578.0,62.2,10
"2 BHK Apartment for Sale in Raghuvir Symphony, Althan Surat",Carpet Area,816.0,Resale,Ready to Move,Unfurnished,East,4779.0,65.0,10
"3 BHK Apartment for Sale in Milestone Utsav, Althan Surat",Super Area,1851.0,New Property,Poss. by Aug '24,Unfurnished,East,4600.0,85.1,8
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1825.0,New Property,Poss. by Jun '25,Unfurnished,East,3951.0,72.1,6
3 BHK Apartment for Sale in Pal Surat,Super Area,1855.0,New Property,Ready to Move,Unfurnished,East,4450.0,82.5,7
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,New Property,Ready to Move,Unfurnished,Garden/Park,3795.0,65.5,10
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,980.0,Resale,Ready to Move,Unfurnished,East,5200.0,92.3,5
"3 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1825.0,New Property,Ready to Move,Unfurnished,East,3850.0,70.3,5
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,700.0,New Property,Ready to Move,Semi-Furnished,East,4405.0,55.1,9
"3 BHK Apartment for Sale in Nandini 1, Vesu Surat",Carpet Area,1063.0,Resale,Ready to Move,Unfurnished,East,4517.0,80.0,7
"3 BHK Apartment for Sale in Eco Parkside, Bhimrad Surat",Super Area,1715.0,New Property,Poss. by Jul '24,Unfurnished,East,4898.0,84.0,7
"2 BHK Apartment for Sale in Soham Elegance, Pal Surat",Carpet Area,727.0,New Property,Ready to Move,Unfurnished,East,3933.0,52.0,10
"3 BHK Apartment for Sale in Suryam Square, Palanpur Surat",Super Area,1433.0,New Property,Ready to Move,Unfurnished,East,4231.0,60.6,5
"3 BHK Apartment for Sale in Globcon Spendora, Palanpur Surat",Super Area,1550.0,New Property,Ready to Move,Unfurnished,East,3897.0,60.4,6
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,Resale,Ready to Move,Unfurnished,East,3795.0,65.5,2
3 BHK Builder Floor for Sale in Palanpur Surat,Carpet Area,1100.0,Resale,Poss. by Mar '26,Unfurnished,East,4200.0,76.9,5
"3 BHK Apartment for Sale in Peak Living, Bhimrad Surat",Super Area,1856.0,New Property,Ready to Move,Unfurnished,East,4555.0,84.6,7
3 BHK Apartment for Sale in Pal Surat,Super Area,1847.0,New Property,Poss. by Sep '25,Unfurnished,East,4251.0,78.5,9
"2 BHK Apartment for Sale in Nest View, Vesu Surat",Carpet Area,750.0,Resale,Ready to Move,Unfurnished,East,4320.0,54.0,6
"3 BHK Apartment for Sale in The Majestic, Althan Surat",Super Area,1806.0,New Property,Poss. by Jul '24,Unfurnished,East,4800.0,86.7,4
"2 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Carpet Area,770.0,New Property,Ready to Move,Unfurnished,East,4066.0,54.0,5
"3 BHK Apartment for Sale in Nakshatra Galaxia, Palanpur Surat",Super Area,1726.0,New Property,Ready to Move,Unfurnished,East,3991.0,68.9,6
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat",Super Area,1251.0,New Property,Ready to Move,Unfurnished,East,4077.0,51.0,8
2 BHK Apartment for Sale in Pal Surat,Carpet Area,722.0,Resale,Poss. by Jan '25,Unfurnished,East,4300.0,56.4,5
"3 BHK Apartment for Sale in Santvan Seron, Palanpur Surat",Super Area,1861.0,New Property,Poss. by Aug '24,Unfurnished,East,4197.0,78.1,5
  Plot/Land for Sale in Palanpur Surat,Plot Area,810.0,Resale,Ready to Move,Unfurnished,East,9444.0,76.5,5
"3 BHK Apartment for Sale in Marvella Residency, Althan Surat",Carpet Area,1020.0,Resale,Ready to Move,Unfurnished,East,4526.0,84.0,8
"2 BHK Apartment for Sale in Atlanta Sky Desk, Bhimrad Surat",Super Area,1173.0,New Property,Poss. by Jul '24,Unfurnished,East,5091.0,59.7,7
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Carpet Area,723.0,New Property,Poss. by Aug '25,Unfurnished,East,3901.0,51.3,9
"3 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1586.0,New Property,Ready to Move,Unfurnished,East,3991.0,63.3,7
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,785.0,Resale,Poss. by Jan '25,Unfurnished,East,4150.0,54.2,5
"3 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1953.0,New Property,Poss. by Aug '25,Unfurnished,East,4992.0,97.5,7
2 BHK Apartment for Sale in Adajan Surat,Super Area,1300.0,Resale,Ready to Move,Furnished,East,4322.0,56.2,8
"3 BHK Apartment for Sale in Sangath Residency, Vesu Surat",Carpet Area,1063.0,Resale,Ready to Move,Unfurnished,East,4461.0,79.0,7
"3 BHK Apartment for Sale in Oliva Pride, Althan Surat",Super Area,2113.0,New Property,Poss. by Jul '24,Unfurnished,East,4700.0,99.3,6
"2 BHK Apartment for Sale in Samarth Srushti, Pal Surat",Carpet Area,750.0,New Property,Poss. by Oct '24,Unfurnished,East,4011.0,54.8,6
"2 BHK Apartment for Sale in Santvan Newon, Palanpur Surat",Super Area,1251.0,New Property,Ready to Move,Unfurnished,East,4556.0,57.0,7
2 BHK Apartment for Sale in Adajan Surat,Carpet Area,740.0,Resale,Ready to Move,Unfurnished,East,5454.0,73.4,5
"3 BHK Apartment for Sale in Sumerru Sky Leaf, Palanpur Surat",Super Area,1757.0,New Property,Poss. by Aug '24,Unfurnished,East,3650.0,64.1,7
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1008.0,Resale,Ready to Move,Unfurnished,East,3625.0,63.0,11
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",Carpet Area,770.0,New Property,Ready to Move,Unfurnished,East,4500.0,63.0,6
"3 BHK Apartment for Sale in Veer Swastik Hills, Pal Surat",Carpet Area,1003.0,New Property,Poss. by Aug '25,Unfurnished,East,4493.0,82.0,6
2 BHK Apartment for Sale in Magdalla Surat,Carpet Area,636.0,Resale,Ready to Move,Unfurnished,East,4369.0,50.5,5
"2 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1311.0,New Property,Poss. by Apr '25,Unfurnished,East,4249.0,55.7,5
3 BHK Apartment for Sale in Adajan Surat,Super Area,1825.0,New Property,Ready to Move,Unfurnished,East,4110.0,75.0,8
"2 BHK Apartment for Sale in Milestone Sumeru Residency, Vesu Surat",Carpet Area,722.0,Resale,Ready to Move,Unfurnished,East,5133.0,63.9,11
"3 BHK Apartment for Sale in Veer Swastik Heights, Pal Surat",Carpet Area,933.0,New Property,Ready to Move,Unfurnished,East,4337.0,73.5,11
2 BHK Apartment for Sale in Palanpur Surat,Carpet Area,800.0,Resale,Poss. by Apr '25,Unfurnished,East,4211.0,56.4,5
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1811.0,New Property,Poss. by Apr '25,Unfurnished,East,4250.0,77.0,5
3 BHK Apartment for Sale in Adajan Surat,Carpet Area,1000.0,Resale,Ready to Move,Semi-Furnished,East,3815.0,62.0,6
"2 BHK Apartment for Sale in Sun Sarvam, Vesu Surat",Carpet Area,751.0,Resale,Poss. by Feb '25,Unfurnished,East,4730.0,65.3,5
"3 BHK Apartment for Sale in Madhav Opulence, Pal Surat",Carpet Area,1040.0,New Property,Ready to Move,Unfurnished,East,4681.0,88.5,5
3 BHK Apartment for Sale in Palanpur Surat,Carpet Area,1070.0,Resale,Poss. by Apr '25,Unfurnished,East,4211.0,75.3,5
"2 BHK Apartment for Sale in Avadh Onica, Dumas Road Surat",Super Area,1400.0,New Property,Poss. by Apr '25,Unfurnished,East,4500.0,63.0,7
3 BHK Apartment for Sale in Adajan Surat,Super Area,1726.0,New Property,Ready to Move,Unfurnished,East,3853.0,66.5,10
"3 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",Carpet Area,977.0,New Property,Ready to Move,Unfurnished,East,4930.0,87.5,9
"3 BHK Apartment for Sale in Shubham Pearl, Palanpur Surat",Super Area,1775.0,Resale,Poss. by Oct '24,Unfurnished,East,3851.0,68.4,8
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1045.0,Resale,Ready to Move,Unfurnished,East,4650.0,80.8,5
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,2111.0,New Property,Poss. by Jun '24,Unfurnished,East,4251.0,89.7,6
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1660.0,New Property,Ready to Move,Unfurnished,North,3795.0,63.0,8
"2 BHK Apartment for Sale in Meera Height, Bhimrad Surat",Carpet Area,765.0,Resale,Ready to Move,Unfurnished,East,4529.0,63.0,12
"3 BHK Apartment for Sale in Laxmipati Euphoria, Palanpur Surat",Carpet Area,1024.0,Resale,Poss. by Oct '25,Unfurnished,East,4251.0,79.2,8
3 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,761.0,Resale,Ready to Move,Unfurnished,East,3829.0,53.0,5
"3 BHK Apartment for Sale in The Iconic, Pal Surat",Super Area,2199.0,New Property,Poss. by Jun '24,Unfurnished,East,4484.0,98.6,6
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1726.0,New Property,Ready to Move,Unfurnished,East,3940.0,68.0,8
"2 BHK Apartment for Sale in Shikhar Heights, Althan Surat",Carpet Area,750.0,Resale,Ready to Move,Unfurnished,East,4480.0,56.0,11
"3 BHK Apartment for Sale in Santvan Seron, Palanpur Surat",Carpet Area,1024.0,Resale,Ready to Move,Unfurnished,East,4200.0,78.2,8
3 BHK Apartment for Sale in Palanpur Gam Surat,Carpet Area,1130.0,Resale,Ready to Move,Unfurnished,East,4100.0,80.2,5
"3 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",Super Area,1775.0,New Property,Ready to Move,Unfurnished,East,5070.0,90.0,7
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1620.0,New Property,Ready to Move,Unfurnished,East,3889.0,63.0,12
"2 BHK Apartment for Sale in Rudra Enclave, Althan Surat",Carpet Area,804.0,Resale,Ready to Move,Unfurnished,East,4179.0,56.0,11
"3 BHK Apartment for Sale in Pramukh Amaya, Palanpur Surat",Super Area,1811.0,Resale,Poss. by Jan '26,Unfurnished,East,4251.0,77.0,8
2 BHK Apartment for Sale in Althan Surat,Carpet Area,765.0,Resale,Poss. by Nov '25,Unfurnished,East,4051.0,51.7,5
"2 BHK Apartment for Sale in RAMESWARAM Ivaan, Palanpur Surat",Super Area,1315.0,New Property,Poss. by Aug '24,Unfurnished,East,3878.0,51.0,7
3 BHK Apartment for Sale in Adajan Surat,Super Area,1726.0,New Property,Ready to Move,Unfurnished,East,3766.0,65.0,9
"3 BHK Apartment for Sale in Eco Parkside, Bhimrad Surat",Carpet Area,944.0,New Property,Ready to Move,Unfurnished,East,4898.0,84.0,8
"3 BHK Apartment for Sale in Orchid Gardenia, Palanpur Surat",Super Area,1586.0,Resale,Ready to Move,Unfurnished,East,3700.0,58.7,9
3 BHK Apartment for Sale in Adajan Surat,Carpet Area,1120.0,Resale,Poss. by Jan '25,Unfurnished,East,4150.0,77.3,5
"2 BHK Apartment for Sale in The Address, Vesu Surat",Super Area,1321.0,New Property,Poss. by Aug '25,Unfurnished,East,5000.0,66.1,8
3 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1738.0,Resale,Ready to Move,Unfurnished,East,3596.0,62.5,10
"3 BHK Apartment for Sale in Peak Living, Bhimrad Surat",Carpet Area,1023.0,New Property,Ready to Move,Unfurnished,East,4595.0,85.5,9
"3 BHK Apartment for Sale in Samarth Srushti, Pal Surat",Carpet Area,949.0,New Property,Poss. by Nov '24,Unfurnished,East,4070.0,70.2,6
3 BHK Apartment for Sale in Althan Surat,Carpet Area,1000.0,Resale,Poss. by Dec '25,Unfurnished,East,3851.0,69.7,5
"3 BHK Apartment for Sale in The Majestic, Althan Surat",Super Area,1806.0,New Property,Poss. by Jun '24,Unfurnished,East,4800.0,86.7,7
3 BHK Apartment for Sale in Jahangirabad Surat,Super Area,1609.0,Resale,Ready to Move,Furnished,East,4102.0,66.0,9
"3 BHK Apartment for Sale in Nandanvan Apartment, Vesu Surat",Carpet Area,1290.0,Resale,Ready to Move,Unfurnished,East,3953.0,85.0,8
"3 BHK Apartment for Sale in Prestige Morar, Pal Surat",Carpet Area,1050.0,New Property,Poss. by Jun '25,Unfurnished,East,4582.0,87.5,9
3 BHK Apartment for Sale in Bhimrad Surat,Carpet Area,935.0,Resale,Poss. by Oct '24,Unfurnished,East,4941.0,84.0,5
3 BHK Apartment for Sale in Palanpur Surat,Super Area,1845.0,New Property,Ready to Move,Semi-Furnished,East,4661.0,86.0,11
"3 BHK Apartment for Sale in Aagam Heights, Althan Surat",Carpet Area,1045.0,New Property,Poss. by Feb '25,Unfurnished,East,4500.0,85.5,7
"3 BHK Apartment for Sale in Shiv Samarth II, Pal Surat",Carpet Area,991.0,New Property,Poss. by Nov '24,Unfurnished,East,3718.0,67.0,6
2 BHK Apartment for Sale in Bhimrad Surat,Carpet Area,645.0,Resale,Ready to Move,Unfurnished,East,5091.0,59.7,5
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1350.0,Resale,Ready to Move,Unfurnished,East,4333.0,91.0,5
"3 BHK Apartment for Sale in Flamingo, Althan Surat",Carpet Area,1050.0,Resale,Ready to Move,Unfurnished,East,4909.0,94.0,8
"3 BHK Apartment for Sale in Piramyd Serenity, Palanpur Surat",Carpet Area,1320.0,Resale,Poss. by Oct '24,Unfurnished,East,4100.0,98.4,8
